diag3_code,diag3_desc,admissions,emergency_admissions,year,summary_code,summary_desc
‡ O26,Maternal care for other conditions predominantly related to pregnancy,79506.0,12927.0,2020-2021,,
‡ O28,Abnormal findings on antenatal screening of mother,8844.0,4493.0,2020-2021,,
O29,Complications of anaesthesia during pregnancy,27.0,4.0,2020-2021,,
O30,Multiple gestation,2508.0,42.0,2020-2021,,
O31,Complications specific to multiple gestation,149.0,12.0,2020-2021,,
‡ O32,Maternal care for known or suspected malpresentation of fetus,31823.0,219.0,2020-2021,,
O33,Maternal care for known or suspected disproportion,253.0,2.0,2020-2021,,
O34,Maternal care for known or suspected abnormality of pelvic organs,59883.0,644.0,2020-2021,,
O35,Maternal care for known or suspected fetal abnormality and damage,5090.0,129.0,2020-2021,,
‡ O36,Maternal care for other known or suspected fetal problems,194447.0,3306.0,2020-2021,,
O40,Polyhydramnios,3070.0,30.0,2020-2021,,
O41,Other disorders of amniotic fluid and membranes,3456.0,96.0,2020-2021,,
‡ O42,Premature rupture of membranes,40572.0,452.0,2020-2021,,
O43,Placental disorders,1223.0,31.0,2020-2021,,
O44,Placenta praevia,6571.0,107.0,2020-2021,,
O45,Premature separation of placenta [abruptio placentae],1535.0,32.0,2020-2021,,
‡ O46,"Antepartum haemorrhage, not elsewhere classified",20164.0,449.0,2020-2021,,
O47,False labour,6571.0,103.0,2020-2021,,
O48,Prolonged pregnancy,15037.0,73.0,2020-2021,,
O60,Preterm labour and delivery,8994.0,133.0,2020-2021,O60-O75,Complications of labour and delivery
O61,Failed induction of labour,4727.0,26.0,2020-2021,O60-O75,Complications of labour and delivery
O62,Abnormalities of forces of labour,12647.0,50.0,2020-2021,O60-O75,Complications of labour and delivery
O63,Long labour,36414.0,180.0,2020-2021,O60-O75,Complications of labour and delivery
O64,Obstructed labour due to malposition and malpresentation of fetus,2648.0,12.0,2020-2021,O60-O75,Complications of labour and delivery
O65,Obstructed labour due to maternal pelvic abnormality,151.0,1.0,2020-2021,O60-O75,Complications of labour and delivery
O66,Other obstructed labour,5175.0,32.0,2020-2021,O60-O75,Complications of labour and delivery
O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",489.0,1.0,2020-2021,O60-O75,Complications of labour and delivery
O68,Labour and delivery complicated by fetal stress [distress],96029.0,610.0,2020-2021,O60-O75,Complications of labour and delivery
O69,Labour and delivery complicated by umbilical cord complications,1728.0,11.0,2020-2021,O60-O75,Complications of labour and delivery
O70,Perineal laceration during delivery,111435.0,1162.0,2020-2021,O60-O75,Complications of labour and delivery
O71,Other obstetric trauma,1495.0,27.0,2020-2021,O60-O75,Complications of labour and delivery
O72,Postpartum haemorrhage,21458.0,1131.0,2020-2021,O60-O75,Complications of labour and delivery
O73,"Retained placenta and membranes, without haemorrhage",1607.0,130.0,2020-2021,O60-O75,Complications of labour and delivery
O74,Complications of anaesthesia during labour and delivery,559.0,22.0,2020-2021,O60-O75,Complications of labour and delivery
O75,"Other complications of labour and delivery, not elsewhere classified",7066.0,54.0,2020-2021,O60-O75,Complications of labour and delivery
O80,Single spontaneous delivery,20532.0,241.0,2020-2021,O80-O84,Delivery
O81,Single delivery by forceps and vacuum extractor,139.0,2.0,2020-2021,O80-O84,Delivery
O82,Single delivery by caesarean section,3748.0,4.0,2020-2021,O80-O84,Delivery
O83,Other assisted single delivery,30.0,0.0,2020-2021,O80-O84,Delivery
O85,Puerperal sepsis,1880.0,269.0,2020-2021,O85-O92,Complications predominantly related to the puerperium
O86,Other puerperal infections,7652.0,767.0,2020-2021,O85-O92,Complications predominantly related to the puerperium
O87,Venous complications and haemorrhoids in the puerperium,417.0,176.0,2020-2021,O85-O92,Complications predominantly related to the puerperium
O88,Obstetric embolism,609.0,321.0,2020-2021,O85-O92,Complications predominantly related to the puerperium
O89,Complications of anaesthesia during the puerperium,399.0,28.0,2020-2021,O85-O92,Complications predominantly related to the puerperium
O90,"Complications of the puerperium, not elsewhere classified",10419.0,989.0,2020-2021,O85-O92,Complications predominantly related to the puerperium
O91,Infections of breast associated with childbirth,1944.0,648.0,2020-2021,O85-O92,Complications predominantly related to the puerperium
O92,Other disorders of breast and lactation associated with childbirth,356.0,34.0,2020-2021,O85-O92,Complications predominantly related to the puerperium
O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",2141.0,265.0,2020-2021,,
‡ O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",36411.0,3727.0,2020-2021,,
P00,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,18.0,0.0,2020-2021,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery"
P01,Fetus and newborn affected by maternal complications of pregnancy,21.0,0.0,2020-2021,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery"
P02,"Fetus and newborn affected by complications of placenta, cord and membranes",174.0,0.0,2020-2021,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery"
P03,Fetus and newborn affected by other complications of labour and delivery,27.0,1.0,2020-2021,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery"
P04,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,3.0,0.0,2020-2021,P00-P04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery"
P05,Slow fetal growth and fetal malnutrition,4862.0,42.0,2020-2021,P05-P08,Disorders related to length of gestation and fetal growth
P07,"Disorders related to short gestation and low birth weight, not elsewhere classified",39723.0,1042.0,2020-2021,P05-P08,Disorders related to length of gestation and fetal growth
P08,Disorders related to long gestation and high birth weight,12117.0,83.0,2020-2021,P05-P08,Disorders related to length of gestation and fetal growth
P10,Intracranial laceration and haemorrhage due to birth injury,45.0,5.0,2020-2021,P10-P15,Birth trauma
P11,Other birth injuries to central nervous system,181.0,6.0,2020-2021,P10-P15,Birth trauma
P12,Birth injury to scalp,4080.0,352.0,2020-2021,P10-P15,Birth trauma
P13,Birth injury to skeleton,369.0,57.0,2020-2021,P10-P15,Birth trauma
P14,Birth injury to peripheral nervous system,262.0,15.0,2020-2021,P10-P15,Birth trauma
P15,Other birth injuries,4072.0,115.0,2020-2021,P10-P15,Birth trauma
P20,Intrauterine hypoxia,20631.0,47.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P21,Birth asphyxia,825.0,25.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P22,Respiratory distress of newborn,18785.0,851.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P23,Congenital pneumonia,682.0,78.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P24,Neonatal aspiration syndromes,1193.0,181.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P25,Interstitial emphysema and related conditions originating in the perinatal period,437.0,46.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P26,Pulmonary haemorrhage originating in the perinatal period,41.0,8.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P27,Chronic respiratory disease originating in the perinatal period,786.0,189.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P28,Other respiratory conditions originating in the perinatal period,12331.0,2308.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P29,Cardiovascular disorders originating in the perinatal period,3715.0,390.0,2020-2021,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period
P35,Congenital viral diseases,214.0,98.0,2020-2021,P35-P39,Infections specific to the perinatal period
P36,Bacterial sepsis of newborn,10228.0,1680.0,2020-2021,P35-P39,Infections specific to the perinatal period
P37,Other congenital infectious and parasitic diseases,247.0,199.0,2020-2021,P35-P39,Infections specific to the perinatal period
P38,Omphalitis of newborn with or without mild haemorrhage,682.0,539.0,2020-2021,P35-P39,Infections specific to the perinatal period
P39,Other infections specific to the perinatal period,3333.0,2017.0,2020-2021,P35-P39,Infections specific to the perinatal period
P50,Fetal blood loss,27.0,2.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P51,Umbilical haemorrhage of newborn,87.0,57.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P52,Intracranial nontraumatic haemorrhage of fetus and newborn,230.0,67.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P53,Haemorrhagic disease of fetus and newborn,10.0,3.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P54,Other neonatal haemorrhages,871.0,344.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P55,Haemolytic disease of fetus and newborn,799.0,187.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P56,Hydrops fetalis due to haemolytic disease,3.0,0.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P57,Kernicterus,7.0,4.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P58,Neonatal jaundice due to other excessive haemolysis,228.0,49.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P59,Neonatal jaundice from other and unspecified causes,42648.0,18903.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P61,Other perinatal haematological disorders,615.0,150.0,2020-2021,P50-P61,Haemorrhagic and haematological disorders of fetus and newborn
P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,5876.0,239.0,2020-2021,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn
P71,Transitory neonatal disorders of calcium and magnesium metabolism,72.0,35.0,2020-2021,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn
P72,Other transitory neonatal endocrine disorders,48.0,26.0,2020-2021,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn
P74,Other transitory neonatal electrolyte and metabolic disturbances,590.0,322.0,2020-2021,P70-P74,Transitory endocrine and metabolic disorders specific to fetus and newborn
P75,Meconium ileus in cystic fibrosis,10.0,5.0,2020-2021,P75-P78,Digestive system disorders of fetus and newborn
P76,Other intestinal obstruction of newborn,287.0,126.0,2020-2021,P75-P78,Digestive system disorders of fetus and newborn
P77,Necrotizing enterocolitis of fetus and newborn,352.0,150.0,2020-2021,P75-P78,Digestive system disorders of fetus and newborn
P78,Other perinatal digestive system disorders,4146.0,3600.0,2020-2021,P75-P78,Digestive system disorders of fetus and newborn
P80,Hypothermia of newborn,2518.0,133.0,2020-2021,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn
P81,Other disturbances of temperature regulation of newborn,3072.0,459.0,2020-2021,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn
P83,Other conditions of integument specific to fetus and newborn,4758.0,1085.0,2020-2021,P80-P83,Conditions involving the integument and temperature regulation of fetus and newborn
P90,Convulsions of newborn,358.0,170.0,2020-2021,P90-P96,Other disorders originating in the perinatal period
P91,Other disturbances of cerebral status of newborn,1328.0,340.0,2020-2021,P90-P96,Other disorders originating in the perinatal period
P92,Feeding problems of newborn,14377.0,7444.0,2020-2021,P90-P96,Other disorders originating in the perinatal period
P94,Disorders of muscle tone of newborn,841.0,184.0,2020-2021,P90-P96,Other disorders originating in the perinatal period
P95,Fetal death of unspecified cause,1348.0,4.0,2020-2021,P90-P96,Other disorders originating in the perinatal period
P96,Other conditions originating in the perinatal period,2862.0,1049.0,2020-2021,P90-P96,Other disorders originating in the perinatal period
Q00,Anencephaly and similar malformations,19.0,0.0,2020-2021,Q00-Q07,Congenital malformations of the nervous system
Q01,Encephalocele,127.0,26.0,2020-2021,Q00-Q07,Congenital malformations of the nervous system
Q02,Microcephaly,140.0,20.0,2020-2021,Q00-Q07,Congenital malformations of the nervous system
Q03,Congenital hydrocephalus,416.0,147.0,2020-2021,Q00-Q07,Congenital malformations of the nervous system
Q04,Other congenital malformations of brain,875.0,143.0,2020-2021,Q00-Q07,Congenital malformations of the nervous system
Q05,Spina bifida,591.0,75.0,2020-2021,Q00-Q07,Congenital malformations of the nervous system
Q06,Other congenital malformations of spinal cord,236.0,16.0,2020-2021,Q00-Q07,Congenital malformations of the nervous system
Q07,Other congenital malformations of nervous system,812.0,180.0,2020-2021,Q00-Q07,Congenital malformations of the nervous system
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",468.0,21.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q11,"Anophthalmos, microphthalmos and macrophthalmos",53.0,1.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q12,Congenital lens malformations,499.0,4.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q13,Congenital malformations of anterior segment of eye,90.0,14.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q14,Congenital malformations of posterior segment of eye,40.0,4.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q15,Other congenital malformations of eye,351.0,11.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q16,Congenital malformations of ear causing impairment of hearing,51.0,2.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q17,Other congenital malformations of ear,627.0,10.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q18,Other congenital malformations of face and neck,1130.0,236.0,2020-2021,Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q20,Congenital malformations of cardiac chambers and connections,1157.0,169.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q21,Congenital malformations of cardiac septa,5331.0,611.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q22,Congenital malformations of pulmonary and tricuspid valves,722.0,90.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q23,Congenital malformations of aortic and mitral valves,1460.0,197.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q24,Other congenital malformations of heart,706.0,127.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q25,Congenital malformations of great arteries,2649.0,367.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q26,Congenital malformations of great veins,322.0,56.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q27,Other congenital malformations of peripheral vascular system,1613.0,148.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q28,Other congenital malformations of circulatory system,1399.0,208.0,2020-2021,Q20-Q28,Congenital malformations of the circulatory system
Q30,Congenital malformations of nose,210.0,45.0,2020-2021,Q30-Q34,Congenital malformations of the respiratory system
Q31,Congenital malformations of larynx,1778.0,920.0,2020-2021,Q30-Q34,Congenital malformations of the respiratory system
Q32,Congenital malformations of trachea and bronchus,226.0,31.0,2020-2021,Q30-Q34,Congenital malformations of the respiratory system
Q33,Congenital malformations of lung,305.0,31.0,2020-2021,Q30-Q34,Congenital malformations of the respiratory system
Q34,Other congenital malformations of respiratory system,166.0,39.0,2020-2021,Q30-Q34,Congenital malformations of the respiratory system
Q35,Cleft palate,657.0,41.0,2020-2021,Q35-Q37,Cleft lip and cleft palate
Q36,Cleft lip,261.0,1.0,2020-2021,Q35-Q37,Cleft lip and cleft palate
Q37,Cleft palate with cleft lip,923.0,7.0,2020-2021,Q35-Q37,Cleft lip and cleft palate
Q38,"Other congenital malformations of tongue, mouth and pharynx",4174.0,385.0,2020-2021,Q38-Q45,Other congenital malformations of the digestive system
Q39,Congenital malformations of oesophagus,690.0,96.0,2020-2021,Q38-Q45,Other congenital malformations of the digestive system
Q40,Other congenital malformations of upper alimentary tract,850.0,599.0,2020-2021,Q38-Q45,Other congenital malformations of the digestive system
Q41,"Congenital absence, atresia and stenosis of small intestine",203.0,50.0,2020-2021,Q38-Q45,Other congenital malformations of the digestive system
Q42,"Congenital absence, atresia and stenosis of large intestine",487.0,73.0,2020-2021,Q38-Q45,Other congenital malformations of the digestive system
Q43,Other congenital malformations of intestine,2018.0,804.0,2020-2021,Q38-Q45,Other congenital malformations of the digestive system
Q44,"Congenital malformations of gallbladder, bile ducts and liver",531.0,183.0,2020-2021,Q38-Q45,Other congenital malformations of the digestive system
Q45,Other congenital malformations of digestive system,98.0,14.0,2020-2021,Q38-Q45,Other congenital malformations of the digestive system
Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",294.0,75.0,2020-2021,Q50-Q56,Congenital malformations of genital organs
Q51,Congenital malformations of uterus and cervix,261.0,17.0,2020-2021,Q50-Q56,Congenital malformations of genital organs
Q52,Other congenital malformations of female genitalia,411.0,85.0,2020-2021,Q50-Q56,Congenital malformations of genital organs
‡ Q53,Undescended testicle,3834.0,218.0,2020-2021,,
‡ Q54,Hypospadias,1674.0,43.0,2020-2021,,
‡ Q55,Other congenital malformations of male genital organs,2125.0,1365.0,2020-2021,,
Q56,Indeterminate sex and pseudohermaphroditism,55.0,6.0,2020-2021,Q50-Q56,Congenital malformations of genital organs
Q60,Renal agenesis and other reduction defects of kidney,170.0,10.0,2020-2021,Q60-Q64,Congenital malformations of the urinary system
Q61,Cystic kidney disease,901.0,293.0,2020-2021,Q60-Q64,Congenital malformations of the urinary system
Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,1591.0,95.0,2020-2021,Q60-Q64,Congenital malformations of the urinary system
Q63,Other congenital malformations of kidney,555.0,40.0,2020-2021,Q60-Q64,Congenital malformations of the urinary system
Q64,Other congenital malformations of urinary system,800.0,88.0,2020-2021,Q60-Q64,Congenital malformations of the urinary system
Q65,Congenital deformities of hip,1951.0,53.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q66,Congenital deformities of feet,2393.0,41.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",491.0,105.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q68,Other congenital musculoskeletal deformities,285.0,80.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q69,Polydactyly,890.0,80.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q70,Syndactyly,260.0,5.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q71,Reduction defects of upper limb,77.0,0.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q72,Reduction defects of lower limb,200.0,2.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q73,Reduction defects of unspecified limb,3.0,0.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q74,Other congenital malformations of limb(s),541.0,14.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q75,Other congenital malformations of skull and face bones,1204.0,163.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q76,Congenital malformations of spine and bony thorax,338.0,25.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,217.0,8.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q78,Other osteochondrodysplasias,1928.0,59.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",960.0,220.0,2020-2021,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system
Q80,Congenital ichthyosis,62.0,14.0,2020-2021,Q80-Q89,Other congenital malformations
Q81,Epidermolysis bullosa,126.0,22.0,2020-2021,Q80-Q89,Other congenital malformations
Q82,Other congenital malformations of skin,1302.0,180.0,2020-2021,Q80-Q89,Other congenital malformations
Q83,Congenital malformations of breast,111.0,2.0,2020-2021,Q80-Q89,Other congenital malformations
Q84,Other congenital malformations of integument,65.0,12.0,2020-2021,Q80-Q89,Other congenital malformations
Q85,"Phakomatoses, not elsewhere classified",1426.0,104.0,2020-2021,Q80-Q89,Other congenital malformations
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",6.0,1.0,2020-2021,Q80-Q89,Other congenital malformations
Q87,Other specified congenital malformation syndromes affecting multiple systems,869.0,158.0,2020-2021,Q80-Q89,Other congenital malformations
Q89,"Other congenital malformations, not elsewhere classified",620.0,78.0,2020-2021,Q80-Q89,Other congenital malformations
Q90,Down syndrome,384.0,63.0,2020-2021,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified"
Q91,Edwards' syndrome and Patau syndrome,69.0,11.0,2020-2021,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified"
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",28.0,3.0,2020-2021,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified"
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",137.0,27.0,2020-2021,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified"
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",6.0,1.0,2020-2021,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified"
Q96,Turner syndrome,64.0,3.0,2020-2021,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified"
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",9.0,0.0,2020-2021,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified"
‡ Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",185.0,2.0,2020-2021,,
Q99,"Other chromosome abnormalities, not elsewhere classified",157.0,16.0,2020-2021,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified"
R00,Abnormalities of heart beat,34989.0,30905.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R01,Cardiac murmurs and other cardiac sounds,797.0,273.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R02,"Gangrene, not elsewhere classified",1000.0,698.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R03,"Abnormal blood-pressure reading, without diagnosis",1224.0,891.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R04,Haemorrhage from respiratory passages,23050.0,20090.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R05,Cough,8515.0,7039.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R06,Abnormalities of breathing,62287.0,52826.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R07,Pain in throat and chest,238341.0,223810.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R09,Other symptoms and signs involving the circulatory and respiratory systems,3858.0,3304.0,2020-2021,R00-R09,Symptoms & signs inv. the circulatory/respiratory system
R10,Abdominal and pelvic pain,268000.0,202375.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R11,Nausea and vomiting,34090.0,27781.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R12,Heartburn,2394.0,179.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R13,Dysphagia,34512.0,6116.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R14,Flatulence and related conditions,2613.0,1343.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R15,Faecal incontinence,2228.0,250.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",524.0,265.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R17,Unspecified jaundice,3322.0,2864.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R18,Ascites,8544.0,4546.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R19,Other symptoms and signs involving the digestive system and abdomen,45509.0,5679.0,2020-2021,R10-R19,Symptoms & signs inv. the digestive system & abdomen
R20,Disturbances of skin sensation,7982.0,7266.0,2020-2021,R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue
R21,Rash and other nonspecific skin eruption,9749.0,8764.0,2020-2021,R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",9794.0,7530.0,2020-2021,R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue
R23,Other skin changes,3607.0,3160.0,2020-2021,R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue
R25,Abnormal involuntary movements,6745.0,4548.0,2020-2021,R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.
R26,Abnormalities of gait and mobility,12315.0,10313.0,2020-2021,R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.
R27,Other lack of coordination,830.0,658.0,2020-2021,R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,82131.0,76806.0,2020-2021,R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.
R30,Pain associated with micturition,1935.0,1338.0,2020-2021,R30-R39,Symptoms & signs involving the urinary system
R31,Unspecified haematuria,32101.0,17604.0,2020-2021,R30-R39,Symptoms & signs involving the urinary system
R32,Unspecified urinary incontinence,2945.0,761.0,2020-2021,R30-R39,Symptoms & signs involving the urinary system
R33,Retention of urine,27064.0,20597.0,2020-2021,R30-R39,Symptoms & signs involving the urinary system
R34,Anuria and oliguria,245.0,224.0,2020-2021,R30-R39,Symptoms & signs involving the urinary system
R35,Polyuria,2325.0,929.0,2020-2021,R30-R39,Symptoms & signs involving the urinary system
R36,Urethral discharge,57.0,42.0,2020-2021,R30-R39,Symptoms & signs involving the urinary system
R39,Other symptoms and signs involving the urinary system,7421.0,1388.0,2020-2021,R30-R39,Symptoms & signs involving the urinary system
R40,"Somnolence, stupor and coma",4665.0,4443.0,2020-2021,R40-R46,Symptoms & signs inv. Cognition perception etc.
R41,Other symptoms and signs involving cognitive functions and awareness,25766.0,24656.0,2020-2021,R40-R46,Symptoms & signs inv. Cognition perception etc.
R42,Dizziness and giddiness,23842.0,22244.0,2020-2021,R40-R46,Symptoms & signs inv. Cognition perception etc.
R43,Disturbances of smell and taste,117.0,80.0,2020-2021,R40-R46,Symptoms & signs inv. Cognition perception etc.
R44,Other symptoms and signs involving general sensations and perceptions,2737.0,2607.0,2020-2021,R40-R46,Symptoms & signs inv. Cognition perception etc.
R45,Symptoms and signs involving emotional state,13417.0,13059.0,2020-2021,R40-R46,Symptoms & signs inv. Cognition perception etc.
R46,Symptoms and signs involving appearance and behaviour,2752.0,2567.0,2020-2021,R40-R46,Symptoms & signs inv. Cognition perception etc.
R47,"Speech disturbances, not elsewhere classified",6223.0,5964.0,2020-2021,R47-R49,Symptoms & signs inv. speech & voice
R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",33.0,20.0,2020-2021,R47-R49,Symptoms & signs inv. speech & voice
R49,Voice disturbances,772.0,158.0,2020-2021,R47-R49,Symptoms & signs inv. speech & voice
R50,Fever of other and unknown origin,26559.0,24790.0,2020-2021,R50-R69,General symptoms & signs
R51,Headache,61588.0,55656.0,2020-2021,R50-R69,General symptoms & signs
R52,"Pain, not elsewhere classified",2905.0,989.0,2020-2021,R50-R69,General symptoms & signs
R53,Malaise and fatigue,13611.0,11998.0,2020-2021,R50-R69,General symptoms & signs
R54,Senility,4150.0,4002.0,2020-2021,R50-R69,General symptoms & signs
R55,Syncope and collapse,60454.0,52282.0,2020-2021,R50-R69,General symptoms & signs
R56,"Convulsions, not elsewhere classified",34887.0,32418.0,2020-2021,R50-R69,General symptoms & signs
R57,"Shock, not elsewhere classified",113.0,104.0,2020-2021,R50-R69,General symptoms & signs
R58,"Haemorrhage, not elsewhere classified",285.0,254.0,2020-2021,R50-R69,General symptoms & signs
R59,Enlarged lymph nodes,9719.0,2459.0,2020-2021,R50-R69,General symptoms & signs
